month,mean_aqi
1,161.7788371941838
2,115.53714802130898
3,85.4019344438474
4,73.76800635834425
5,61.43840654148005
6,64.369384765625
7,46.661549650640275
8,54.66179912486008
9,49.911274407976734
10,75.99654744827251
11,129.9212016744644
12,159.1409577542951
